Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Main temper (Finnish);Other tempers (Finnish);Count (1-10);Count (10-100);Count (>100);Other notes (Finnish);Photo ID
BA;777010117;Suomussalmi;Joenniemi;KM;20801;1-28;7216972;3597610;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;hiekka;talkki;FALSE;TRUE;FALSE;;KM 20801_1-28
BA;777010190;Suomussalmi;Niemenkangas;KM;20815;1-11;7190862;3603338;189;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;3;asbesti;;FALSE;TRUE;FALSE;;KM 20815_1-11
BA;777010191;Suomussalmi;Luhtalamminsärkän pää;KM;20816;1-2;7191014;3607175;189;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;talkki;;TRUE;FALSE;FALSE;;KM 20816_1-2
BA;777010192;Suomussalmi;Autio;KM;20817;1-3;7191491;3603729;189;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Kjelmöy Ware;Kjelmöy;2;asbesti;;TRUE;FALSE;FALSE;koivuterva (1);KM 20817_1-3
BA;734010025;Salo;Ketohaka;KM;20838;1-1167;6705524;3287453;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;;;FALSE;FALSE;TRUE;;KM 20838_1-1167
BA;777010108;Suomussalmi;Kumpuniemi;KM;20854;1-7;7201161;3589543;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;talkki;;TRUE;FALSE;FALSE;;KM 20854_1-7
BA;777010108;Suomussalmi;Kumpuniemi;KM;20854;1-7;7201161;3589543;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;talkki;;TRUE;FALSE;FALSE;;KM 20854_1-7
BA;290010029;Kuhmo;Sylväjänniemi 1;KM;20903;1-246;7117650;3622710;162;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Kjelmöy Ware;Kjelmöy;2;asbesti;;FALSE;FALSE;TRUE;karsta (177, 188 C14-ajoitettu Hela-141);KM 20903_1-246
BA;290010029;Kuhmo;Sylväjänniemi 1;KM;20903;1-246;7117650;3622710;162;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;hiekka;;FALSE;FALSE;TRUE;;KM 20903_1-246
BA;777010191;Suomussalmi;Luhtalamminsärkän pää;KM;20935;1-2;7191014;3607175;189;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;talkki;;TRUE;FALSE;FALSE;;KM 20935_1-2
BA;105010021;Hyrynsalmi;Nahkaniva;KM;20953;1-163;7175635;3571661;157;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;talkki;kiille;FALSE;TRUE;FALSE;;KM 20953_1-163
BA;777010027;Suomussalmi;Kellolaisten Tuli;KM;21017;1-22;7237822;3614945;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;talkki;;TRUE;FALSE;FALSE;;KM 21017_1-22
BA;777010056;Suomussalmi;Mikonsärkkä;KM;21018;1-36;7236404;3614044;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;talkki;;FALSE;FALSE;TRUE;karsta (15);KM 21018_1-36
BA;777010056;Suomussalmi;Mikonsärkkä;KM;21018;1-36;7236404;3614044;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;FALSE;TRUE;FALSE;;KM 21018_1-36
BA;777010056;Suomussalmi;Mikonsärkkä;KM;21018;1-36;7236404;3614044;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;;FALSE;TRUE;FALSE;;KM 21018_1-36
BA;777010026;Suomussalmi;Nuolisärkkä;KM;21019;1-13;7236095;3613658;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;talkki;hiekka;FALSE;TRUE;FALSE;;KM 21019_1-13
BA;426010002;Liperi;Juvonen;KM;21090;1-2;6950954;3613909;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;TRUE;FALSE;FALSE;;KM 21090_1-2
BA;777010025;Suomussalmi;Kalmosärkkä;KM;21316;1-3;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;;TRUE;FALSE;FALSE;;KM 21316_1-3
BA;777010025;Suomussalmi;Kalmosärkkä;KM;21316;1-3;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;hiekka;;TRUE;FALSE;FALSE;;KM 21316_1-3
BA;777010117;Suomussalmi;Joenniemi;KM;21327;1-5;7216972;3597610;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;talkki;;FALSE;FALSE;TRUE;;KM 21327_1-5
BA;765010010;Sotkamo;Kiikarusniemi;KM;21482;1-215;7116710;3567120;137;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;talkki;;FALSE;TRUE;FALSE;;KM 21482_1-215
BA;613010040;Porvoo;Böle;KM;21536;1-5188;6702770;3433160;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;3;hiekka;;TRUE;FALSE;FALSE;;KM 21536_1-5188
BA;785010020;Vaala;Nimisjoki Kaitanen;KM;21566;1-6;7156950;3490550;123;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;talkki;kiille;TRUE;FALSE;FALSE;;KM 21566_1-6
BA;785010020;Vaala;Nimisjoki Kaitanen;KM;21566;1-6;7156950;3490550;123;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;TRUE;FALSE;FALSE;;KM 21566_1-6
BA;290010009;Kuhmo;Koposensaari;KM;21584;1-91;7117433;3622670;163;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;3;talkki;;TRUE;FALSE;FALSE;;KM 21584_1-91
BA;433010014;Loppi;Kuitikas;KM;21728;1-11;6739853;3346483;115;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;kivimurska;hiekka;FALSE;TRUE;FALSE;;KM 21728_1-11
BA;777010025;Suomussalmi;Kalmosärkkä;KM;21732;1-10;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;talkki;;FALSE;TRUE;FALSE;;KM 21732_1-10
BA;777010025;Suomussalmi;Kalmosärkkä;KM;21732;1-10;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;FALSE;TRUE;FALSE;;KM 21732_1-10
BA;777010027;Suomussalmi;Kellolaisten Tuli;KM;21733;1-20;7237822;3614945;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;talkki;;FALSE;TRUE;FALSE;;KM 21733_1-20
BA;777010027;Suomussalmi;Kellolaisten Tuli;KM;21733;1-20;7237822;3614945;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;orgaaninen;kivimurska;FALSE;TRUE;FALSE;;KM 21733_1-20
BA;777010056;Suomussalmi;Mikonsärkkä;KM;21734;1-5;7236404;3614044;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;talkki;kiille;FALSE;TRUE;FALSE;;KM 21734_1-5
BA;777010056;Suomussalmi;Mikonsärkkä;KM;21734;1-5;7236404;3614044;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;orgaaninen;FALSE;TRUE;FALSE;;KM 21734_1-5
BA;777010049;Suomussalmi;Maikonsärkkä;KM;21735;1-6;7236703;3615912;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;TRUE;FALSE;FALSE;;KM 21735_1-6
BA;890010001;Utsjoki;Ala-Jalve;KM;21749;1-11;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;2;asbesti;;TRUE;FALSE;FALSE;;KM 21749_1-11
BA;890010001;Utsjoki;Ala-Jalve;KM;21836;;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;;TRUE;FALSE;FALSE;;KM 21836_
BA;777010025;Suomussalmi;Kalmosärkkä;KM;21848;1-3;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;3;talkki;;TRUE;FALSE;FALSE;;KM 21848_1-3
BA;785010020;Vaala;Nimisjoki Kaitanen;KM;21997;;7156950;3490550;123;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;talkki;;TRUE;FALSE;FALSE;karsta;KM 21997_
BA;777010117;Suomussalmi;Joenniemi;KM;22003;1-7;7216972;3597610;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;3;talkki;;TRUE;FALSE;FALSE;;KM 22003_1-7
BA;613010040;Porvoo;Böle;KM;22004;1-7246;6702770;3433160;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;2;asbesti;;TRUE;FALSE;FALSE;;KM 22004_1-7246
BA;594010013;Pieksämäki;Vemmellahti 1;KM;22016;1-18;6919440;3509440;120;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;TRUE;FALSE;FALSE;;KM 22016_1-18
BA;594010014;Pieksämäki;Vemmellahti 2;KM;22017;1-4;6918680;3510140;120;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;TRUE;FALSE;FALSE;;KM 22017_1-4
BA;594010001;Pieksämäki;Naarajärvi;KM;22019;1-1070;6907350;3502460;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Sirnihta Ware;Sirnihta;2;asbesti;;FALSE;TRUE;FALSE;;KM 22019_1-1070
BA;777010056;Suomussalmi;Mikonsärkkä;KM;22065;1-22;7236404;3614044;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;3;talkki;kiille;TRUE;FALSE;FALSE;;KM 22065_1-22
BA;777010056;Suomussalmi;Mikonsärkkä;KM;22065;1-22;7236404;3614044;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;2;asbesti;;TRUE;FALSE;FALSE;;KM 22065_1-22
BA;777010056;Suomussalmi;Mikonsärkkä;KM;22065;1-22;7236404;3614044;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;hiekka;asbesti;TRUE;FALSE;FALSE;;KM 22065_1-22
BA;777010027;Suomussalmi;Kellolaisten Tuli;KM;22066;1-25;7237822;3614945;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;talkki;;FALSE;TRUE;FALSE;;KM 22066_1-25
BA;777010027;Suomussalmi;Kellolaisten Tuli;KM;22066;1-25;7237822;3614945;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;2;asbesti;;TRUE;FALSE;FALSE;;KM 22066_1-25
BA;777010027;Suomussalmi;Kellolaisten Tuli;KM;22066;1-25;7237822;3614945;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;hiekka;;TRUE;FALSE;FALSE;;KM 22066_1-25
BA;613010055;Porvoo;Kiviharju Katajatie 12;KM;22196;;6696030;3424060;12;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Coastal Bronze Age pottery;pronssikautinen;2;kivimurska;;TRUE;FALSE;FALSE;;KM 22196_
BA;765010010;Sotkamo;Kiikarusniemi;KM;22198;;7116710;3567120;137;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;kiille;;FALSE;FALSE;TRUE;Upokas samanlaista savimassaa (alanumerossa 422);KM 22198_
BA;765010010;Sotkamo;Kiikarusniemi;KM;22198;;7116710;3567120;137;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;vuolukivi;;FALSE;TRUE;FALSE;;KM 22198_
BA;uusi 50;Hämeenlinna;Tervamäki 1;KM;22281;1-2;6792261;3361198;93;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Coastal Bronze Age pottery;pronssikautinen;3;hiekka;;TRUE;FALSE;FALSE;Ehkä Paimion keramiikkaa;KM 22281_1-2
BA;uusi 51;Hämeenlinna;Tervamäki 2;KM;22282;;6792147;3361283;92;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Coastal Bronze Age pottery;pronssikautinen;3;hiekka;;TRUE;FALSE;FALSE;Ehkä Paimion keramiikkaa;KM 22282_
BA;594010013;Pieksämäki;Vemmellahti 1;KM;22367;1-1924;6919440;3509440;120;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;3;asbesti;;FALSE;FALSE;TRUE;Reunapala, jonka alapuolella vaakaan vedetty leveä ura js sen alla pysäytettyjä kampaleimoja, ehkä Luukonsaari? Mahdollisesti samaa astiaa on tasapohjainen pala (924);KM 22367_1-1924
BA;594010013;Pieksämäki;Vemmellahti 1;KM;22436;1-362;6919440;3509440;120;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;FALSE;FALSE;TRUE;karstaa (339, 352);KM 22436_1-362
BA;777010056;Suomussalmi;Mikonsärkkä;KM;22438;1-12;7236404;3614044;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;talkki;;TRUE;FALSE;FALSE;;KM 22438_1-12
BA;85010008;Mikkeli;Oinastenniemi;KM;22468;1-3;6888940;3499890;105;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;2;asbesti;;FALSE;TRUE;FALSE;;KM 22468_1-3
BA;890010001;Utsjoki;Ala-Jalve;KM;22488;1-3490;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;;FALSE;FALSE;TRUE;karstaa, reikä (1776);KM 22488_1-3490
BA;935010031;Virolahti;Mattilan VPK;KM;22495;1-2;6723120;3541780;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;orgaaninen;;TRUE;FALSE;FALSE;;KM 22495_1-2
BA;4040034;Kauhava;Puisaarenkytö;KM;22506;1-3;7024674;3290773;36;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;;orgaaninen;;TRUE;FALSE;FALSE;Sarsa;KM 22506_1-3
BA;777010256;Suomussalmi;Airikainen;KM;22522;1-7;7207881;3586243;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;talkki;kiille;FALSE;TRUE;FALSE;;KM 22522_1-7
BA;777010109;Suomussalmi;Vanha Kirkkosaari;KM;22528;1-9;7199467;3592457;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;3;kivimurska;;TRUE;FALSE;FALSE;;KM 22528_1-9
BA;1000001491;Nousiainen;Haverinnummi;KM;22616;1-5;6734500;3236560;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;3;kivimurska;;TRUE;FALSE;FALSE;;KM 22616_1-5
BA;890010001;Utsjoki;Ala-Jalve;KM;22630;1-4;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;;TRUE;FALSE;FALSE;;KM 22630_1-4
BA;165010023;Janakkala;Vähä-Hiisi 1 ja 2;KM;22707;1-4;6760066;3370829;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;3;orgaaninen;hiekka;TRUE;FALSE;FALSE;Rautakauden kokoelmissa;KM 22707_1-4
BA;47010076;Enontekiö;Proksinkenttä;KM;22841;1-325;7593361;3363136;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;;FALSE;TRUE;FALSE;karstaa (100, 106), myös naarmutettupintaista keramiikkaa (Risvik?);KM 22841_1-325
BA;146010028;Ilomantsi;Suiponniemi;KM;22873;1-6;6956841;3708210;145;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Sirnihta Ware;Sirnihta;3;asbesti;;FALSE;TRUE;FALSE;;KM 22873_1-6
BA;890010001;Utsjoki;Ala-Jalve;KM;22897;1-4028;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;orgaaninen (karva);FALSE;FALSE;TRUE;osa keramiikasta naarmutettua (Risvik?), karstaa (604, 1123);KM 22897_1-4028
BA;853010058;Turku;Hannunniittu;KM;22909;;6714244;3243084;23;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;kivimurska;;FALSE;FALSE;TRUE;Keramiikka osin historiallista?;KM 22909_
BA;777010263;Suomussalmi;Niemenkangas S;KM;22930;1-4;7190100;3604240;189;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;kiille;talkki;TRUE;FALSE;FALSE;;KM 22930_1-4
BA;146010005;Ilomantsi;Karpankangas;KM;22938;1-141;6956801;3714559;148;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;3;asbesti;orgaaninen;TRUE;FALSE;FALSE;;KM 22938_1-141
BA;146010028;Ilomantsi;Suiponniemi;KM;22940;;6956841;3708210;145;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Sirnihta Ware;Sirnihta;3;asbesti;;TRUE;FALSE;FALSE;;KM 22940_
BA;765010023;Sotkamo;Räätäkangas;KM;22965;1-242;7103729;3584709;157;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;3;asbesti;;TRUE;FALSE;FALSE;;KM 22965_1-242
BA;975010019;Seinäjoki;Kitinkangas;KM;22974;1-5;6988694;3284814;48;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Coastal Bronze Age pottery;pronssikautinen;3;hiekka;;FALSE;TRUE;FALSE;;KM 22974_1-5
BA;433010014;Loppi;Kuitikas;KM;23083;1-16;6739853;3346483;115;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;;FALSE;TRUE;FALSE;;KM 23083_1-16
BA;433010027;Loppi;Lehtimäki;KM;23084;1-16;6740779;3346366;120;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;3;kivimurska;;TRUE;FALSE;FALSE;;KM 23084_1-16
BA;777010027;Suomussalmi;Kellolaisten Tuli;KM;23127;1-5;7237822;3614945;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;hiekka;;TRUE;FALSE;FALSE;;KM 23127_1-5
BA;1000000057;Laitila;Hautvuori;KM;23221;;6761520;3216560;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;hiekka;;TRUE;FALSE;FALSE;;KM 23221_
BA;890010001;Utsjoki;Ala-Jalve;KM;23306;1-;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;;FALSE;FALSE;TRUE;;KM 23306_1-
BA;777010168;Suomussalmi;Pääskynen;KM;23328;1-270;7215666;3600038;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;kiille;;FALSE;TRUE;FALSE;;KM 23328_1-270
